date,position_before,position,return_1x,exposure_1x,nav_1x,scale_15,weight_15,return_15,nav_15,scale_17,weight_17,return_17,nav_17,scale_19,weight_19,return_19,nav_19,scale_21,weight_21,return_21,nav_21,scale_23,weight_23,return_23,nav_23,scale_25,weight_25,return_25,nav_25
2015-02-10,159915.SZ,159915.SZ,0.0243161094224924,1.0,1.0144491270319085,1.0,1.0,0.0243161094224924,1.0144491270319085,1.0,1.0,0.0243161094224924,1.0144491270319085,1.0,1.0,0.0243161094224924,1.0144491270319085,1.0,1.0,0.0243161094224924,1.0144491270319085,1.0,1.0,0.0243161094224924,1.0144491270319085,1.0,1.0,0.0243161094224924,1.0144491270319085
2015-02-11,159915.SZ,159915.SZ,0.0118694362017803,1.0,1.0264900662251655,1.0,1.0,0.0118694362017803,1.0264900662251655,1.0,1.0,0.0118694362017803,1.0264900662251655,1.0,1.0,0.0118694362017803,1.0264900662251655,1.0,1.0,0.0118694362017803,1.0264900662251655,1.0,1.0,0.0118694362017803,1.0264900662251655,1.0,1.0,0.0118694362017803,1.0264900662251655
2015-02-12,159915.SZ,159915.SZ,0.0087976539589442,1.0,1.0355207706201082,1.0,1.0,0.0087976539589442,1.0355207706201082,1.0,1.0,0.0087976539589442,1.0355207706201082,1.0,1.0,0.0087976539589442,1.0355207706201082,1.0,1.0,0.0087976539589442,1.0355207706201082,1.0,1.0,0.0087976539589442,1.0355207706201082,1.0,1.0,0.0087976539589442,1.0355207706201082
2015-02-13,159915.SZ,159915.SZ,0.0238372093023255,1.0,1.0602046959662852,1.0,1.0,0.0238372093023255,1.0602046959662852,1.0,1.0,0.0238372093023255,1.0602046959662852,1.0,1.0,0.0238372093023255,1.0602046959662852,1.0,1.0,0.0238372093023255,1.0602046959662852,1.0,1.0,0.0238372093023255,1.0602046959662852,1.0,1.0,0.0238372093023255,1.0602046959662852
2015-02-16,159915.SZ,159915.SZ,0.0391822827938672,1.0,1.1017459361830222,1.0,1.0,0.0391822827938672,1.1017459361830222,1.0,1.0,0.0391822827938672,1.1017459361830222,1.0,1.0,0.0391822827938672,1.1017459361830222,1.0,1.0,0.0391822827938672,1.1017459361830222,1.0,1.0,0.0391822827938672,1.1017459361830222,1.0,1.0,0.0391822827938672,1.1017459361830222
2015-02-17,159915.SZ,159915.SZ,-0.0054644808743169,1.0,1.0957254665863936,1.0,1.0,-0.0054644808743169,1.0957254665863936,1.0,1.0,-0.0054644808743169,1.0957254665863936,1.0,1.0,-0.0054644808743169,1.0957254665863936,1.0,1.0,-0.0054644808743169,1.0957254665863936,1.0,1.0,-0.0054644808743169,1.0957254665863936,1.0,1.0,-0.0054644808743169,1.0957254665863936
2015-02-25,159915.SZ,159915.SZ,-0.0093406593406594,1.0,1.085490668272125,1.0,1.0,-0.0093406593406594,1.085490668272125,1.0,1.0,-0.0093406593406594,1.085490668272125,1.0,1.0,-0.0093406593406594,1.085490668272125,1.0,1.0,-0.0093406593406594,1.085490668272125,1.0,1.0,-0.0093406593406594,1.085490668272125,1.0,1.0,-0.0093406593406594,1.085490668272125
2015-02-26,159915.SZ,159915.SZ,0.0061009428729894,1.0,1.0921131848284165,1.0,1.0,0.0061009428729894,1.0921131848284165,1.0,1.0,0.0061009428729894,1.0921131848284165,1.0,1.0,0.0061009428729894,1.0921131848284165,1.0,1.0,0.0061009428729894,1.0921131848284165,1.0,1.0,0.0061009428729894,1.0921131848284165,1.0,1.0,0.0061009428729894,1.0921131848284165
2015-02-27,159915.SZ,159915.SZ,0.0270121278941564,1.0,1.121613485851896,1.0,1.0,0.0270121278941564,1.121613485851896,1.0,1.0,0.0270121278941564,1.121613485851896,1.0,1.0,0.0270121278941564,1.121613485851896,1.0,1.0,0.0270121278941564,1.121613485851896,1.0,1.0,0.0270121278941564,1.121613485851896,1.0,1.0,0.0270121278941564,1.121613485851896
2015-03-02,159915.SZ,159915.SZ,0.0273752012882446,1.0,1.1523178807947014,1.0,1.0,0.0273752012882446,1.1523178807947014,1.0,1.0,0.0273752012882446,1.1523178807947014,1.0,1.0,0.0273752012882446,1.1523178807947014,1.0,1.0,0.0273752012882446,1.1523178807947014,1.0,1.0,0.0273752012882446,1.1523178807947014,1.0,1.0,0.0273752012882446,1.1523178807947014
2015-03-03,159915.SZ,159915.SZ,-0.0161964472309299,1.0,1.133654425045153,1.0,1.0,-0.0161964472309299,1.133654425045153,1.0,1.0,-0.0161964472309299,1.133654425045153,1.0,1.0,-0.0161964472309299,1.133654425045153,1.0,1.0,-0.0161964472309299,1.133654425045153,1.0,1.0,-0.0161964472309299,1.133654425045153,1.0,1.0,-0.0161964472309299,1.133654425045153
2015-03-04,159915.SZ,159915.SZ,0.0302708443972383,1.0,1.1679711017459355,1.0,1.0,0.0302708443972383,1.1679711017459355,1.0,1.0,0.0302708443972383,1.1679711017459355,1.0,1.0,0.0302708443972383,1.1679711017459355,1.0,1.0,0.0302708443972383,1.1679711017459355,1.0,1.0,0.0302708443972383,1.1679711017459355,1.0,1.0,0.0302708443972383,1.1679711017459355
2015-03-05,159915.SZ,159915.SZ,-0.0010309278350515,1.0,1.16676700782661,1.0,1.0,-0.0010309278350515,1.16676700782661,1.0,1.0,-0.0010309278350515,1.16676700782661,1.0,1.0,-0.0010309278350515,1.16676700782661,1.0,1.0,-0.0010309278350515,1.16676700782661,1.0,1.0,-0.0010309278350515,1.16676700782661,1.0,1.0,-0.0010309278350515,1.16676700782661
2015-03-06,159915.SZ,159915.SZ,-0.0299277605779153,1.0,1.1318482841661643,1.0,1.0,-0.0299277605779153,1.1318482841661643,1.0,1.0,-0.0299277605779153,1.1318482841661643,1.0,1.0,-0.0299277605779153,1.1318482841661643,1.0,1.0,-0.0299277605779153,1.1318482841661643,1.0,1.0,-0.0299277605779153,1.1318482841661643,1.0,1.0,-0.0299277605779153,1.1318482841661643
2015-03-09,159915.SZ,159915.SZ,0.0250000000000001,1.0,1.1601444912703187,1.0,1.0,0.0250000000000001,1.1601444912703187,1.0,1.0,0.0250000000000001,1.1601444912703187,1.0,1.0,0.0250000000000001,1.1601444912703187,1.0,1.0,0.0250000000000001,1.1601444912703187,1.0,1.0,0.0250000000000001,1.1601444912703187,1.0,1.0,0.0250000000000001,1.1601444912703187
2015-03-10,159915.SZ,513030.SH,0.0233523611831862,1.0,1.187236604455147,1.0,1.0,0.0233523611831862,1.187236604455147,1.0,1.0,0.0233523611831862,1.187236604455147,1.0,1.0,0.0233523611831862,1.187236604455147,1.0,1.0,0.0233523611831862,1.187236604455147,1.0,1.0,0.0233523611831862,1.187236604455147,1.0,1.0,0.0233523611831862,1.187236604455147
2015-03-11,513030.SH,513030.SH,-0.0199600798403193,1.0,1.1635392670408726,1.0,1.0,-0.0199600798403193,1.1635392670408726,1.0,1.0,-0.0199600798403193,1.1635392670408726,1.0,1.0,-0.0199600798403193,1.1635392670408726,1.0,1.0,-0.0199600798403193,1.1635392670408726,1.0,1.0,-0.0199600798403193,1.1635392670408726,1.0,1.0,-0.0199600798403193,1.1635392670408726
2015-03-12,513030.SH,513030.SH,0.0173116089613034,1.0,1.1836820038430058,1.0,1.0,0.0173116089613034,1.1836820038430058,1.0,1.0,0.0173116089613034,1.1836820038430058,1.0,1.0,0.0173116089613034,1.1836820038430058,1.0,1.0,0.0173116089613034,1.1836820038430058,1.0,1.0,0.0173116089613034,1.1836820038430058,1.0,1.0,0.0173116089613034,1.1836820038430058
2015-03-13,513030.SH,513030.SH,0.0020020020020019,1.0,1.1860517375844333,1.0,1.0,0.0020020020020019,1.1860517375844333,1.0,1.0,0.0020020020020019,1.1860517375844333,1.0,1.0,0.0020020020020019,1.1860517375844333,1.0,1.0,0.0020020020020019,1.1860517375844333,1.0,1.0,0.0020020020020019,1.1860517375844333,1.0,1.0,0.0020020020020019,1.1860517375844333
2015-03-16,513030.SH,513030.SH,0.003996003996004,1.0,1.1907912050672882,1.0,1.0,0.003996003996004,1.1907912050672882,1.0,1.0,0.003996003996004,1.1907912050672882,1.0,1.0,0.003996003996004,1.1907912050672882,1.0,1.0,0.003996003996004,1.1907912050672882,1.0,1.0,0.003996003996004,1.1907912050672882,1.0,1.0,0.003996003996004,1.1907912050672882
2015-03-17,513030.SH,513030.SH,0.0149253731343284,1.0,1.2085642081279941,1.0,1.0,0.0149253731343284,1.2085642081279941,1.0,1.0,0.0149253731343284,1.2085642081279941,1.0,1.0,0.0149253731343284,1.2085642081279941,1.0,1.0,0.0149253731343284,1.2085642081279941,1.0,1.0,0.0149253731343284,1.2085642081279941,1.0,1.0,0.0149253731343284,1.2085642081279941
2015-03-18,513030.SH,513030.SH,-0.0068627450980393,1.0,1.200270140032998,1.0,1.0,-0.0068627450980393,1.200270140032998,1.0,1.0,-0.0068627450980393,1.200270140032998,1.0,1.0,-0.0068627450980393,1.200270140032998,1.0,1.0,-0.0068627450980393,1.200270140032998,1.0,1.0,-0.0068627450980393,1.200270140032998,1.0,1.0,-0.0068627450980393,1.200270140032998
2015-03-19,513030.SH,513030.SH,0.0,1.0,1.200270140032998,1.0,1.0,0.0,1.200270140032998,1.0,1.0,0.0,1.200270140032998,1.0,1.0,0.0,1.200270140032998,1.0,1.0,0.0,1.200270140032998,1.0,1.0,0.0,1.200270140032998,1.0,1.0,0.0,1.200270140032998
2015-03-20,513030.SH,513030.SH,-0.0019743336623889,1.0,1.1979004062915708,1.0,1.0,-0.0019743336623889,1.1979004062915708,1.0,1.0,-0.0019743336623889,1.1979004062915708,1.0,1.0,-0.0019743336623889,1.1979004062915708,1.0,1.0,-0.0019743336623889,1.1979004062915708,1.0,1.0,-0.0019743336623889,1.1979004062915708,1.0,1.0,-0.0019743336623889,1.1979004062915708
2015-03-23,513030.SH,513030.SH,0.0118694362017803,1.0,1.2121188087401353,1.0,1.0,0.0118694362017803,1.2121188087401353,1.0,1.0,0.0118694362017803,1.2121188087401353,1.0,1.0,0.0118694362017803,1.2121188087401353,1.0,1.0,0.0118694362017803,1.2121188087401353,1.0,1.0,0.0118694362017803,1.2121188087401353,1.0,1.0,0.0118694362017803,1.2121188087401353
2015-03-24,513030.SH,513030.SH,-0.0039100684261974,1.0,1.2073793412572804,1.0,1.0,-0.0039100684261974,1.2073793412572804,1.0,1.0,-0.0039100684261974,1.2073793412572804,1.0,1.0,-0.0039100684261974,1.2073793412572804,1.0,1.0,-0.0039100684261974,1.2073793412572804,1.0,1.0,-0.0039100684261974,1.2073793412572804,1.0,1.0,-0.0039100684261974,1.2073793412572804
2015-03-25,513030.SH,513030.SH,0.013738959764475,1.0,1.2239674774472726,1.0,1.0,0.013738959764475,1.2239674774472726,1.0,1.0,0.013738959764475,1.2239674774472726,1.0,1.0,0.013738959764475,1.2239674774472726,1.0,1.0,0.013738959764475,1.2239674774472726,1.0,1.0,0.013738959764475,1.2239674774472726,1.0,1.0,0.013738959764475,1.2239674774472726
2015-03-26,513030.SH,513030.SH,-0.0077444336882865,1.0,1.214488542481563,1.0,1.0,-0.0077444336882865,1.214488542481563,1.0,1.0,-0.0077444336882865,1.214488542481563,1.0,1.0,-0.0077444336882865,1.214488542481563,1.0,1.0,-0.0077444336882865,1.214488542481563,1.0,1.0,-0.0077444336882865,1.214488542481563,1.0,1.0,-0.0077444336882865,1.214488542481563
2015-03-27,513030.SH,513030.SH,0.0009756097560975,1.0,1.2156734093522767,1.0,1.0,0.0009756097560975,1.2156734093522767,1.0,1.0,0.0009756097560975,1.2156734093522767,1.0,1.0,0.0009756097560975,1.2156734093522767,1.0,1.0,0.0009756097560975,1.2156734093522767,1.0,1.0,0.0009756097560975,1.2156734093522767,1.0,1.0,0.0009756097560975,1.2156734093522767
2015-03-30,513030.SH,513030.SH,-0.00682261208577,1.0,1.2073793412572806,1.0,1.0,-0.00682261208577,1.2073793412572806,1.0,1.0,-0.00682261208577,1.2073793412572806,1.0,1.0,-0.00682261208577,1.2073793412572806,1.0,1.0,-0.00682261208577,1.2073793412572806,1.0,1.0,-0.00682261208577,1.2073793412572806,1.0,1.0,-0.00682261208577,1.2073793412572806
2015-03-31,513030.SH,513030.SH,0.0029440628066732,1.0,1.2109339418694218,1.0,1.0,0.0029440628066732,1.2109339418694218,1.0,1.0,0.0029440628066732,1.2109339418694218,1.0,1.0,0.0029440628066732,1.2109339418694218,1.0,1.0,0.0029440628066732,1.2109339418694218,1.0,1.0,0.0029440628066732,1.2109339418694218,1.0,1.0,0.0029440628066732,1.2109339418694218
2015-04-01,513030.SH,513030.SH,-0.0058708414872798,1.0,1.2038247406451397,1.0,1.0,-0.0058708414872798,1.2038247406451397,1.0,1.0,-0.0058708414872798,1.2038247406451397,1.0,1.0,-0.0058708414872798,1.2038247406451397,1.0,1.0,-0.0058708414872798,1.2038247406451397,1.0,1.0,-0.0058708414872798,1.2038247406451397,1.0,1.0,-0.0058708414872798,1.2038247406451397
2015-04-02,513030.SH,513030.SH,0.0049212598425196,1.0,1.2097490749987083,1.0,1.0,0.0049212598425196,1.2097490749987083,1.0,1.0,0.0049212598425196,1.2097490749987083,1.0,1.0,0.0049212598425196,1.2097490749987083,1.0,1.0,0.0049212598425196,1.2097490749987083,1.0,1.0,0.0049212598425196,1.2097490749987083,1.0,1.0,0.0049212598425196,1.2097490749987083
2015-04-03,513030.SH,513030.SH,-0.0009794319294808,1.0,1.2085642081279948,1.0,1.0,-0.0009794319294808,1.2085642081279948,1.0,1.0,-0.0009794319294808,1.2085642081279948,1.0,1.0,-0.0009794319294808,1.2085642081279948,1.0,1.0,-0.0009794319294808,1.2085642081279948,1.0,1.0,-0.0009794319294808,1.2085642081279948,1.0,1.0,-0.0009794319294808,1.2085642081279948
2015-04-07,513030.SH,513030.SH,0.0068627450980391,1.0,1.216858276222991,1.0,1.0,0.0068627450980391,1.216858276222991,1.0,1.0,0.0068627450980391,1.216858276222991,1.0,1.0,0.0068627450980391,1.216858276222991,1.0,1.0,0.0068627450980391,1.216858276222991,1.0,1.0,0.0068627450980391,1.216858276222991,1.0,1.0,0.0068627450980391,1.216858276222991
2015-04-08,513030.SH,513030.SH,-0.0009737098344692,1.0,1.2156734093522774,1.0,1.0,-0.0009737098344692,1.2156734093522774,1.0,1.0,-0.0009737098344692,1.2156734093522774,1.0,1.0,-0.0009737098344692,1.2156734093522774,1.0,1.0,-0.0009737098344692,1.2156734093522774,1.0,1.0,-0.0009737098344692,1.2156734093522774,1.0,1.0,-0.0009737098344692,1.2156734093522774
2015-04-09,513030.SH,513030.SH,-0.00682261208577,1.0,1.2073793412572813,1.0,1.0,-0.00682261208577,1.2073793412572813,1.0,1.0,-0.00682261208577,1.2073793412572813,1.0,1.0,-0.00682261208577,1.2073793412572813,1.0,1.0,-0.00682261208577,1.2073793412572813,1.0,1.0,-0.00682261208577,1.2073793412572813,1.0,1.0,-0.00682261208577,1.2073793412572813
2015-04-10,513030.SH,513030.SH,0.012757605495584,1.0,1.2227826105765598,1.0,1.0,0.012757605495584,1.2227826105765598,1.0,1.0,0.012757605495584,1.2227826105765598,1.0,1.0,0.012757605495584,1.2227826105765598,1.0,1.0,0.012757605495584,1.2227826105765598,1.0,1.0,0.012757605495584,1.2227826105765598,1.0,1.0,0.012757605495584,1.2227826105765598
2015-04-13,513030.SH,513030.SH,-0.0009689922480621,1.0,1.2215977437058458,1.0,1.0,-0.0009689922480621,1.2215977437058458,1.0,1.0,-0.0009689922480621,1.2215977437058458,1.0,1.0,-0.0009689922480621,1.2215977437058458,1.0,1.0,-0.0009689922480621,1.2215977437058458,1.0,1.0,-0.0009689922480621,1.2215977437058458,1.0,1.0,-0.0009689922480621,1.2215977437058458
2015-04-14,513030.SH,513030.SH,-0.0087293889427738,1.0,1.2109339418694227,1.0,1.0,-0.0087293889427738,1.2109339418694227,1.0,1.0,-0.0087293889427738,1.2109339418694227,1.0,1.0,-0.0087293889427738,1.2109339418694227,1.0,1.0,-0.0087293889427738,1.2109339418694227,1.0,1.0,-0.0087293889427738,1.2109339418694227,1.0,1.0,-0.0087293889427738,1.2109339418694227
2015-04-15,513030.SH,513030.SH,-0.0088062622309198,1.0,1.2002701400329991,1.0,1.0,-0.0088062622309198,1.2002701400329991,1.0,1.0,-0.0088062622309198,1.2002701400329991,1.0,1.0,-0.0088062622309198,1.2002701400329991,1.0,1.0,-0.0088062622309198,1.2002701400329991,1.0,1.0,-0.0088062622309198,1.2002701400329991,1.0,1.0,-0.0088062622309198,1.2002701400329991
2015-04-16,513030.SH,513030.SH,0.0019743336623889,1.0,1.2026398737744266,1.0,1.0,0.0019743336623889,1.2026398737744266,1.0,1.0,0.0019743336623889,1.2026398737744266,1.0,1.0,0.0019743336623889,1.2026398737744266,1.0,1.0,0.0019743336623889,1.2026398737744266,1.0,1.0,0.0019743336623889,1.2026398737744266,1.0,1.0,0.0019743336623889,1.2026398737744266
2015-04-17,513030.SH,159915.SZ,-0.0009852216748766,1.0,1.201455006903713,1.0,1.0,-0.0009852216748766,1.201455006903713,1.0,1.0,-0.0009852216748766,1.201455006903713,1.0,1.0,-0.0009852216748766,1.201455006903713,1.0,1.0,-0.0009852216748766,1.201455006903713,1.0,1.0,-0.0009852216748766,1.201455006903713,1.0,1.0,-0.0009852216748766,1.201455006903713
2015-04-20,159915.SZ,159915.SZ,-0.0211148648648648,1.0,1.176086446791726,1.0,1.0,-0.0211148648648648,1.176086446791726,1.0,1.0,-0.0211148648648648,1.176086446791726,1.0,1.0,-0.0211148648648648,1.176086446791726,1.0,1.0,-0.0211148648648648,1.176086446791726,1.0,1.0,-0.0211148648648648,1.176086446791726,1.0,1.0,-0.0211148648648648,1.176086446791726
2015-04-21,159915.SZ,159915.SZ,0.0767903364969802,1.0,1.2663985207904005,1.0,1.0,0.0767903364969802,1.2663985207904005,1.0,1.0,0.0767903364969802,1.2663985207904005,1.0,1.0,0.0767903364969802,1.2663985207904005,1.0,1.0,0.0767903364969802,1.2663985207904005,1.0,1.0,0.0767903364969802,1.2663985207904005,1.0,1.0,0.0767903364969802,1.2663985207904005
2015-04-22,159915.SZ,159915.SZ,0.0112179487179486,1.0,1.2806049144531133,1.0,1.0,0.0112179487179486,1.2806049144531133,1.0,1.0,0.0112179487179486,1.2806049144531133,1.0,1.0,0.0112179487179486,1.2806049144531133,1.0,1.0,0.0112179487179486,1.2806049144531133,1.0,1.0,0.0112179487179486,1.2806049144531133,1.0,1.0,0.0112179487179486,1.2806049144531133
2015-04-23,159915.SZ,159915.SZ,0.0293185419968302,1.0,1.3181503834188542,1.0,1.0,0.0293185419968302,1.3181503834188542,1.0,1.0,0.0293185419968302,1.3181503834188542,1.0,1.0,0.0293185419968302,1.3181503834188542,1.0,1.0,0.0293185419968302,1.3181503834188542,1.0,1.0,0.0293185419968302,1.3181503834188542,1.0,1.0,0.0293185419968302,1.3181503834188542
2015-04-24,159915.SZ,159915.SZ,0.0180908391070053,1.0,1.341996829924122,1.0,1.0,0.0180908391070053,1.341996829924122,1.0,1.0,0.0180908391070053,1.341996829924122,1.0,1.0,0.0180908391070053,1.341996829924122,1.0,1.0,0.0180908391070053,1.341996829924122,1.0,1.0,0.0180908391070053,1.341996829924122,1.0,1.0,0.0180908391070053,1.341996829924122
2015-04-27,159915.SZ,159915.SZ,0.0018903591682419,1.0,1.3445336859353207,1.0,1.0,0.0018903591682419,1.3445336859353207,1.0,1.0,0.0018903591682419,1.3445336859353207,1.0,1.0,0.0018903591682419,1.3445336859353207,1.0,1.0,0.0018903591682419,1.3445336859353207,1.0,1.0,0.0018903591682419,1.3445336859353207,1.0,1.0,0.0018903591682419,1.3445336859353207
2015-04-28,159915.SZ,159915.SZ,-0.0252830188679243,1.0,1.3105398153852583,1.0,1.0,-0.0252830188679243,1.3105398153852583,1.0,1.0,-0.0252830188679243,1.3105398153852583,1.0,1.0,-0.0252830188679243,1.3105398153852583,1.0,1.0,-0.0252830188679243,1.3105398153852583,1.0,1.0,-0.0252830188679243,1.3105398153852583,1.0,1.0,-0.0252830188679243,1.3105398153852583
2015-04-29,159915.SZ,159915.SZ,0.0542005420054199,1.0,1.3815717836988222,1.0,1.0,0.0542005420054199,1.3815717836988222,1.0,1.0,0.0542005420054199,1.3815717836988222,1.0,1.0,0.0542005420054199,1.3815717836988222,1.0,1.0,0.0542005420054199,1.3815717836988222,1.0,1.0,0.0542005420054199,1.3815717836988222,1.0,1.0,0.0542005420054199,1.3815717836988222
2015-04-30,159915.SZ,159915.SZ,0.0091810503121558,1.0,1.394256063754816,1.0,1.0,0.0091810503121558,1.394256063754816,1.0,1.0,0.0091810503121558,1.394256063754816,1.0,1.0,0.0091810503121558,1.394256063754816,1.0,1.0,0.0091810503121558,1.394256063754816,1.0,1.0,0.0091810503121558,1.394256063754816,1.0,1.0,0.0091810503121558,1.394256063754816
